 ,Index,Name,Type,Group,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
1,0,null,Polyline,none,21,195,1,1,1,green,none,0,8,0,8,0
2,1,null,Polyline,none,21,195,2,1,2,green,none,0,9,0,9,0
3,2,null,Polyline,none,21,195,2,1,3,green,none,0,10,0,10,0
4,3,null,Polyline,none,21,194,2,2,4,green,none,0,11,0,11,0
5,4,null,Polyline,none,21,194,2,2,5,green,none,0,12,0,12,0
6,5,null,Polyline,none,21,194,2,2,6,green,none,0,13,0,13,0
7,6,null,Polyline,none,21,194,2,2,7,green,none,0,14,0,14,0
8,7,null,Polyline,none,21,194,2,2,8,green,none,0,15,0,15,0
9,8,null,Polyline,none,20,194,3,2,9,green,none,0,16,0,16,0
10,9,null,Polyline,none,20,194,3,2,10,green,none,0,17,0,17,0
11,10,null,Polyline,none,20,194,3,2,11,green,none,0,18,0,18,0
12,11,null,Polyline,none,20,194,3,2,12,green,none,0,19,0,19,0
13,12,null,Polyline,none,20,194,3,2,12,green,none,0,20,0,20,0
14,13,null,Polyline,none,20,194,3,2,12,green,none,0,21,0,21,0
15,14,null,Polyline,none,20,194,3,2,12,green,none,0,22,0,22,0
16,15,null,Polyline,none,20,194,3,2,12,green,none,0,23,0,23,0
17,16,null,Polyline,none,20,194,3,2,12,green,none,0,24,0,24,0
18,17,null,Polyline,none,20,194,3,2,12,green,none,0,25,0,25,0
19,18,null,Polyline,none,20,194,3,2,12,green,none,0,26,0,26,0
20,19,null,Polyline,none,103,10,1,1,1,red,none,0,5,0,5,0
21,20,null,Polyline,none,102,10,2,1,2,red,none,0,6,0,6,0
22,21,null,Polyline,none,102,8,2,3,3,red,none,0,7,0,7,0
23,22,null,Polyline,none,102,7,2,4,4,red,none,0,8,0,8,0
24,23,null,Polyline,none,102,7,3,4,5,red,none,0,9,0,9,0
25,24,null,Polyline,none,102,7,3,4,6,red,none,0,10,0,10,0
26,25,null,Polyline,none,102,7,3,5,7,red,none,0,11,0,11,0
27,26,null,Polyline,none,102,7,3,5,8,red,none,0,12,0,12,0
28,27,null,Polyline,none,102,7,3,5,9,red,none,0,13,0,13,0
29,28,null,Polyline,none,102,7,4,5,10,red,none,0,14,0,14,0
30,29,null,Polyline,none,102,7,4,5,11,red,none,0,15,0,15,0
31,30,null,Polyline,none,102,7,5,5,12,red,none,0,16,0,16,0
32,31,null,Polyline,none,102,7,5,5,13,red,none,0,17,0,17,0
33,32,null,Polyline,none,102,7,5,5,14,red,none,0,18,0,18,0
34,33,null,Polyline,none,102,7,5,5,15,red,none,0,19,0,19,0
35,34,null,Polyline,none,102,7,5,5,16,red,none,0,20,0,20,0
36,35,null,Polyline,none,102,7,5,5,16,red,none,0,21,0,21,0
37,36,null,Polyline,none,120,6,1,1,1,red,none,0,1,0,1,0
38,37,null,Polyline,none,119,6,2,4,2,red,none,0,2,0,2,0
39,38,null,Polyline,none,118,6,3,6,3,red,none,0,3,0,3,0
40,39,null,Polyline,none,117,6,4,7,4,red,none,0,4,0,4,0
41,40,null,Polyline,none,117,6,4,7,5,red,none,0,5,0,5,0
42,41,null,Polyline,none,117,6,4,7,6,red,none,0,6,0,6,0
