"Condname","Cond","ID","frame","name","value","norm","UniqueIDspot","NewFrame","NewNorm","RelativeTime"
"Control","Cond1","intensityCond1_file1",1,"spot_14",105.6538,3.7307,"intensityCond1_file1-spot_14",-17,0.246501394156436,-3.61131
"Control","Cond1","intensityCond1_file1",2,"spot_14",104.7885,2.86539999999999,"intensityCond1_file1-spot_14",-16,0.189327765517423,-3.39888
"Control","Cond1","intensityCond1_file1",3,"spot_14",105.5,3.57689999999999,"intensityCond1_file1-spot_14",-15,0.236339249137737,-3.18645
"Control","Cond1","intensityCond1_file1",4,"spot_14",105.0385,3.11539999999999,"intensityCond1_file1-spot_14",-14,0.205846206705165,-2.97402
"Control","Cond1","intensityCond1_file1",5,"spot_14",104.2885,2.36539999999999,"intensityCond1_file1-spot_14",-13,0.156290883141939,-2.76159
"Control","Cond1","intensityCond1_file1",6,"spot_14",103.5769,1.65379999999999,"intensityCond1_file1-spot_14",-12,0.10927279214515,-2.54916
"Control","Cond1","intensityCond1_file1",7,"spot_14",105.2115,3.2884,"intensityCond1_file1-spot_14",-11,0.217276968007083,-2.33673
"Control","Cond1","intensityCond1_file1",8,"spot_14",105.9038,3.9807,"intensityCond1_file1-spot_14",-10,0.263019835344178,-2.1243
"Control","Cond1","intensityCond1_file1",9,"spot_14",103.4808,1.5577,"intensityCond1_file1-spot_14",-9,0.102923103352583,-1.91187
"Control","Cond1","intensityCond1_file1",10,"spot_14",103,1.07689999999999,"intensityCond1_file1-spot_14",-8,0.0711548372603171,-1.69944
"Control","Cond1","intensityCond1_file1",11,"spot_14",105.3269,3.40379999999999,"intensityCond1_file1-spot_14",-7,0.224901880459344,-1.48701
"Control","Cond1","intensityCond1_file1",12,"spot_14",103.7885,1.86539999999999,"intensityCond1_file1-spot_14",-6,0.123254000766455,-1.27458
"Control","Cond1","intensityCond1_file1",13,"spot_14",104.5577,2.63459999999999,"intensityCond1_file1-spot_14",-5,0.1740779406129,-1.06215
"Control","Cond1","intensityCond1_file1",14,"spot_14",104.2692,2.34609999999999,"intensityCond1_file1-spot_14",-4,0.155015659482245,-0.84972
"Control","Cond1","intensityCond1_file1",15,"spot_14",103,1.07689999999999,"intensityCond1_file1-spot_14",-3,0.0711548372603171,-0.63729
"Control","Cond1","intensityCond1_file1",16,"spot_14",103.6346,1.7115,"intensityCond1_file1-spot_14",-2,0.113085248371282,-0.42486
"Control","Cond1","intensityCond1_file1",17,"spot_14",104.8846,2.9615,"intensityCond1_file1-spot_14",-1,0.195677454309992,-0.21243
"Control","Cond1","intensityCond1_file1",18,"spot_14",117.0577,15.1346,"intensityCond1_file1-spot_14",0,0.999999999999999,0
"Control","Cond1","intensityCond1_file1",19,"spot_14",115.4231,13.5,"intensityCond1_file1-spot_14",1,0.891995824138068,0.21243
"Control","Cond1","intensityCond1_file1",20,"spot_14",105.4808,3.5577,"intensityCond1_file1-spot_14",2,0.235070632854519,0.42486
"Control","Cond1","intensityCond1_file1",21,"spot_14",102.8269,0.90379999999999,"intensityCond1_file1-spot_14",3,0.0597174685819242,0.63729
"Control","Cond1","intensityCond1_file1",22,"spot_14",103.2692,1.34609999999999,"intensityCond1_file1-spot_14",4,0.0889418947312775,0.84972
"Control","Cond1","intensityCond1_file1",23,"spot_14",101.4808,-0.442300000000003,"intensityCond1_file1-spot_14",5,-0.0292244261493533,1.06215
"Control","Cond1","intensityCond1_file1",24,"spot_14",101.5962,-0.326900000000009,"intensityCond1_file1-spot_14",6,-0.021599513697092,1.27458
"Control","Cond1","intensityCond1_file1",25,"spot_14",102.0192,0.0960999999999927,"intensityCond1_file1-spot_14",7,0.00634968879256754,1.48701
"Control","Cond1","intensityCond1_file1",26,"spot_14",101.75,-0.173100000000005,"intensityCond1_file1-spot_14",8,-0.0114373686783929,1.69944
"Control","Cond1","intensityCond1_file1",27,"spot_14",102.4615,0.538399999999996,"intensityCond1_file1-spot_14",9,0.0355741149419209,1.91187
"Control","Cond1","intensityCond1_file1",28,"spot_14",101.6346,-0.288499999999999,"intensityCond1_file1-spot_14",10,-0.0190622811306542,2.1243
"Control","Cond1","intensityCond1_file1",29,"spot_14",102.5962,0.673099999999991,"intensityCond1_file1-spot_14",11,0.0444742510538759,2.33673
"Control","Cond1","intensityCond1_file1",30,"spot_14",101.2308,-0.692300000000003,"intensityCond1_file1-spot_14",12,-0.0457428673370953,2.54916
"Control","Cond1","intensityCond1_file1",31,"spot_14",101.4615,-0.461600000000004,"intensityCond1_file1-spot_14",13,-0.0304996498090471,2.76159
"Control","Cond1","intensityCond1_file1",32,"spot_14",100.7692,-1.15390000000001,"intensityCond1_file1-spot_14",14,-0.0762425171461424,2.97402
"Control","Cond1","intensityCond1_file1",33,"spot_14",101.8077,-0.115400000000008,"intensityCond1_file1-spot_14",15,-0.00762491245226224,3.18645
"Control","Cond1","intensityCond1_file1",34,"spot_14",102.5577,0.634599999999992,"intensityCond1_file1-spot_14",16,0.0419304111109637,3.39888
"Control","Cond1","intensityCond1_file1",35,"spot_14",102.6731,0.75,"intensityCond1_file1-spot_14",17,0.049555323563226,3.61131
"Control","Cond1","intensityCond1_file1",36,"spot_14",102.25,0.326899999999995,"intensityCond1_file1-spot_14",18,0.0215995136970911,3.82374
"Control","Cond1","intensityCond1_file1",37,"spot_14",100.8077,-1.11540000000001,"intensityCond1_file1-spot_14",19,-0.0736986772032302,4.03617
"Control","Cond1","intensityCond1_file1",38,"spot_14",101.4038,-0.519300000000001,"intensityCond1_file1-spot_14",20,-0.0343121060351778,4.2486
"Control","Cond1","intensityCond1_file1",39,"spot_14",101.25,-0.673100000000005,"intensityCond1_file1-spot_14",21,-0.0444742510538769,4.46103
"Control","Cond1","intensityCond1_file1",40,"spot_14",102.4808,0.557699999999997,"intensityCond1_file1-spot_14",22,0.0368493386016146,4.67346
"Control","Cond1","intensityCond1_file1",41,"spot_14",101.5962,-0.326900000000009,"intensityCond1_file1-spot_14",23,-0.021599513697092,4.88589
"Control","Cond1","intensityCond1_file1",42,"spot_14",101.2308,-0.692300000000003,"intensityCond1_file1-spot_14",24,-0.0457428673370953,5.09832
"Control","Cond1","intensityCond1_file1",43,"spot_14",101.8462,-0.0769000000000091,"intensityCond1_file1-spot_14",25,-0.00508107250935004,5.31075
"Control","Cond1","intensityCond1_file1",44,"spot_14",102.8654,0.942299999999989,"intensityCond1_file1-spot_14",26,0.0622613085248364,5.52318
"Control","Cond1","intensityCond1_file1",45,"spot_14",101.75,-0.173100000000005,"intensityCond1_file1-spot_14",27,-0.0114373686783929,5.73561
"Control","Cond1","intensityCond1_file1",46,"spot_14",100.9231,-1,"intensityCond1_file1-spot_14",28,-0.066073764750968,5.94804
"Control","Cond1","intensityCond1_file1",47,"spot_14",102.2308,0.307699999999997,"intensityCond1_file1-spot_14",29,0.0203308974138726,6.16047
"Control","Cond1","intensityCond1_file1",48,"spot_14",100.1731,-1.75,"intensityCond1_file1-spot_14",30,-0.115629088314194,6.3729
"Control","Cond1","intensityCond1_file1",49,"spot_14",102,0.0768999999999949,"intensityCond1_file1-spot_14",31,0.0050810725093491,6.58533
"Control","Cond1","intensityCond1_file1",50,"spot_14",101.9231,0,"intensityCond1_file1-spot_14",32,0,6.79776
"Control","Cond1","intensityCond1_file1",51,"spot_14",101.1346,-0.788499999999999,"intensityCond1_file1-spot_14",33,-0.0520991635061382,7.01019
"Control","Cond1","intensityCond1_file1",52,"spot_14",102.3077,0.384599999999992,"intensityCond1_file1-spot_14",34,0.0254119699232217,7.22262
"Control","Cond1","intensityCond1_file1",53,"spot_14",102.3654,0.442299999999989,"intensityCond1_file1-spot_14",35,0.0292244261493524,7.43505
"Control","Cond1","intensityCond1_file1",54,"spot_14",101.5577,-0.365400000000008,"intensityCond1_file1-spot_14",36,-0.0241433536400042,7.64748
"Control","Cond1","intensityCond1_file1",55,"spot_14",101.5962,-0.326900000000009,"intensityCond1_file1-spot_14",37,-0.021599513697092,7.85991
"Control","Cond1","intensityCond1_file1",56,"spot_14",102.8846,0.961500000000001,"intensityCond1_file1-spot_14",38,0.0635299248080558,8.07234
"Control","Cond1","intensityCond1_file1",57,"spot_14",101.9423,0.0191999999999979,"intensityCond1_file1-spot_14",39,0.00126861628321845,8.28477
"Control","Cond1","intensityCond1_file1",58,"spot_14",101.2308,-0.692300000000003,"intensityCond1_file1-spot_14",40,-0.0457428673370953,8.4972
"Control","Cond1","intensityCond1_file1",59,"spot_14",102.6346,0.711500000000001,"intensityCond1_file1-spot_14",41,0.0470114836203138,8.70963
"Control","Cond1","intensityCond1_file1",60,"spot_14",101.6731,-0.25,"intensityCond1_file1-spot_14",42,-0.016518441187742,8.92206
"Control","Cond1","intensityCond1_file1",61,"spot_14",100.7885,-1.13460000000001,"intensityCond1_file1-spot_14",43,-0.0749672934864487,9.13449
"Control","Cond1","intensityCond1_file1",62,"spot_14",100.9423,-0.980800000000002,"intensityCond1_file1-spot_14",44,-0.0648051484677495,9.34692
"Control","Cond1","intensityCond1_file1",63,"spot_14",103.0577,1.13459999999999,"intensityCond1_file1-spot_14",45,0.0749672934864477,9.55935
"Control","Cond1","intensityCond1_file1",64,"spot_14",102.8269,0.90379999999999,"intensityCond1_file1-spot_14",46,0.0597174685819242,9.77178
"Control","Cond1","intensityCond1_file1",65,"spot_14",102.2115,0.288399999999996,"intensityCond1_file1-spot_14",47,0.0190556737541789,9.98421
"Control","Cond1","intensityCond1_file1",66,"spot_14",101.7115,-0.211600000000004,"intensityCond1_file1-spot_14",48,-0.0139812086213051,10.19664
"Control","Cond1","intensityCond1_file1",67,"spot_14",101.4808,-0.442300000000003,"intensityCond1_file1-spot_14",49,-0.0292244261493533,10.40907
"Control","Cond1","intensityCond1_file1",68,"spot_14",101.4231,-0.5,"intensityCond1_file1-spot_14",50,-0.033036882375484,10.6215
"Control","Cond1","intensityCond1_file1",69,"spot_14",101.5,-0.423100000000005,"intensityCond1_file1-spot_14",51,-0.0279558098661349,10.83393
"Control","Cond1","intensityCond1_file1",70,"spot_14",100.8846,-1.0385,"intensityCond1_file1-spot_14",52,-0.0686176046938802,11.04636
"Control","Cond1","intensityCond1_file1",71,"spot_14",101.9423,0.0191999999999979,"intensityCond1_file1-spot_14",53,0.00126861628321845,11.25879
"Control","Cond1","intensityCond1_file1",72,"spot_14",101.3654,-0.557700000000011,"intensityCond1_file1-spot_14",54,-0.0368493386016156,11.47122
"Control","Cond1","intensityCond1_file1",73,"spot_14",101.25,-0.673100000000005,"intensityCond1_file1-spot_14",55,-0.0444742510538769,11.68365
"Control","Cond1","intensityCond1_file1",74,"spot_14",102.4615,0.538399999999996,"intensityCond1_file1-spot_14",56,0.0355741149419209,11.89608
"Control","Cond1","intensityCond1_file1",75,"spot_14",101.6731,-0.25,"intensityCond1_file1-spot_14",57,-0.016518441187742,12.10851
"Control","Cond1","intensityCond1_file1",76,"spot_14",101.75,-0.173100000000005,"intensityCond1_file1-spot_14",58,-0.0114373686783929,12.32094
"Control","Cond1","intensityCond1_file1",77,"spot_14",102.8269,0.90379999999999,"intensityCond1_file1-spot_14",59,0.0597174685819242,12.53337
"Control","Cond1","intensityCond1_file1",78,"spot_14",102.6346,0.711500000000001,"intensityCond1_file1-spot_14",60,0.0470114836203138,12.7458
"Control","Cond1","intensityCond1_file1",79,"spot_14",102.4038,0.480699999999999,"intensityCond1_file1-spot_14",61,0.0317616587157902,12.95823
"Control","Cond1","intensityCond1_file1",80,"spot_14",101.5577,-0.365400000000008,"intensityCond1_file1-spot_14",62,-0.0241433536400042,13.17066
"Control","Cond1","intensityCond1_file1",81,"spot_14",102.3462,0.423099999999991,"intensityCond1_file1-spot_14",63,0.027955809866134,13.38309
"Control","Cond1","intensityCond1_file1",82,"spot_14",101.6538,-0.269300000000001,"intensityCond1_file1-spot_14",64,-0.0177936648474358,13.59552
"Control","Cond1","intensityCond1_file1",83,"spot_14",101.5192,-0.403900000000007,"intensityCond1_file1-spot_14",65,-0.0266871935829164,13.80795
"Control","Cond1","intensityCond1_file1",84,"spot_14",102.6538,0.730699999999999,"intensityCond1_file1-spot_14",66,0.0482800999035322,14.02038
"Control","Cond1","intensityCond1_file1",85,"spot_14",101.8654,-0.0577000000000112,"intensityCond1_file1-spot_14",67,-0.00381245622613159,14.23281
"Control","Cond1","intensityCond1_file1",86,"spot_14",101.0385,-0.884600000000006,"intensityCond1_file1-spot_14",68,-0.0584488522987067,14.44524
"Control","Cond1","intensityCond1_file1",87,"spot_14",101.9423,0.0191999999999979,"intensityCond1_file1-spot_14",69,0.00126861628321845,14.65767
"Control","Cond1","intensityCond1_file1",88,"spot_14",101.5962,-0.326900000000009,"intensityCond1_file1-spot_14",70,-0.021599513697092,14.8701
"Control","Cond1","intensityCond1_file1",89,"spot_14",101.8077,-0.115400000000008,"intensityCond1_file1-spot_14",71,-0.00762491245226224,15.08253
"Control","Cond1","intensityCond1_file1",90,"spot_14",101.8269,-0.0962000000000103,"intensityCond1_file1-spot_14",72,-0.0063562961690438,15.29496
"Control","Cond1","intensityCond1_file1",91,"spot_14",102.0385,0.115399999999994,"intensityCond1_file1-spot_14",73,0.0076249124522613,15.50739
"Control","Cond1","intensityCond1_file1",92,"spot_14",101.5385,-0.384600000000006,"intensityCond1_file1-spot_14",74,-0.0254119699232227,15.71982
"Control","Cond1","intensityCond1_file1",93,"spot_14",101.5577,-0.365400000000008,"intensityCond1_file1-spot_14",75,-0.0241433536400042,15.93225
"Control","Cond1","intensityCond1_file1",94,"spot_14",101.2308,-0.692300000000003,"intensityCond1_file1-spot_14",76,-0.0457428673370953,16.14468
"Control","Cond1","intensityCond1_file1",95,"spot_14",101.9038,-0.0193000000000012,"intensityCond1_file1-spot_14",77,-0.00127522365969376,16.35711
"Control","Cond1","intensityCond1_file1",96,"spot_14",100.7308,-1.1923,"intensityCond1_file1-spot_14",78,-0.0787797497125793,16.56954
"Control","Cond1","intensityCond1_file1",97,"spot_14",101.4423,-0.480800000000002,"intensityCond1_file1-spot_14",79,-0.0317682660922655,16.78197
"Control","Cond1","intensityCond1_file1",98,"spot_14",100.9231,-1,"intensityCond1_file1-spot_14",80,-0.066073764750968,16.9944
"Control","Cond1","intensityCond1_file1",99,"spot_14",101.0192,-0.903900000000007,"intensityCond1_file1-spot_14",81,-0.0597240759584004,17.20683
"Control","Cond1","intensityCond1_file1",100,"spot_14",101.75,-0.173100000000005,"intensityCond1_file1-spot_14",82,-0.0114373686783929,17.41926
"Control","Cond1","intensityCond1_file1",0,"spot_15",102.9231,0.5,"intensityCond1_file1-spot_15",-32,0.0275424429045159,-6.79776
"Control","Cond1","intensityCond1_file1",1,"spot_15",103.6923,1.2692,"intensityCond1_file1-spot_15",-31,0.0699137370688229,-6.58533
"Control","Cond1","intensityCond1_file1",2,"spot_15",101.7308,-0.692300000000003,"intensityCond1_file1-spot_15",-30,-0.0381352664455928,-6.3729
"Control","Cond1","intensityCond1_file1",3,"spot_15",102.8077,0.384599999999992,"intensityCond1_file1-spot_15",-29,0.0211856470821531,-6.16047
"Control","Cond1","intensityCond1_file1",4,"spot_15",103.0385,0.615399999999994,"intensityCond1_file1-spot_15",-28,0.0338992387268778,-5.94804
"Control","Cond1","intensityCond1_file1",5,"spot_15",102.0962,-0.326900000000009,"intensityCond1_file1-spot_15",-27,-0.018007249170973,-5.73561
"Control","Cond1","intensityCond1_file1",6,"spot_15",102.3462,-0.0769000000000091,"intensityCond1_file1-spot_15",-26,-0.00423602771871504,-5.52318
"Control","Cond1","intensityCond1_file1",7,"spot_15",101.8654,-0.557700000000011,"intensityCond1_file1-spot_15",-25,-0.0307208408156976,-5.31075
"Control","Cond1","intensityCond1_file1",8,"spot_15",100.9423,-1.4808,"intensityCond1_file1-spot_15",-24,-0.0815696989060143,-5.09832
"Control","Cond1","intensityCond1_file1",9,"spot_15",103.2308,0.807699999999997,"intensityCond1_file1-spot_15",-23,0.0444920622679547,-4.88589
"Control","Cond1","intensityCond1_file1",10,"spot_15",101.5577,-0.865400000000008,"intensityCond1_file1-spot_15",-22,-0.0476704601791365,-4.67346
"Control","Cond1","intensityCond1_file1",11,"spot_15",102.0769,-0.34620000000001,"intensityCond1_file1-spot_15",-21,-0.0190703874670873,-4.46103
"Control","Cond1","intensityCond1_file1",12,"spot_15",101.5962,-0.826900000000009,"intensityCond1_file1-spot_15",-20,-0.0455496920754888,-4.2486
"Control","Cond1","intensityCond1_file1",13,"spot_15",101.8846,-0.538499999999999,"intensityCond1_file1-spot_15",-19,-0.0296632110081635,-4.03617
"Control","Cond1","intensityCond1_file1",14,"spot_15",102.8846,0.461500000000001,"intensityCond1_file1-spot_15",-18,0.0254216748008682,-3.82374
"Control","Cond1","intensityCond1_file1",15,"spot_15",102,-0.423100000000005,"intensityCond1_file1-spot_15",-17,-0.0233064151858016,-3.61131
"Control","Cond1","intensityCond1_file1",16,"spot_15",101.8077,-0.615400000000008,"intensityCond1_file1-spot_15",-16,-0.0338992387268786,-3.39888
"Control","Cond1","intensityCond1_file1",17,"spot_15",102.2308,-0.192300000000003,"intensityCond1_file1-spot_15",-15,-0.010592823541077,-3.18645
"Control","Cond1","intensityCond1_file1",18,"spot_15",102.6154,0.192299999999989,"intensityCond1_file1-spot_15",-14,0.0105928235410762,-2.97402
"Control","Cond1","intensityCond1_file1",19,"spot_15",101.9038,-0.519300000000001,"intensityCond1_file1-spot_15",-13,-0.0286055812006302,-2.76159
"Control","Cond1","intensityCond1_file1",20,"spot_15",102.9615,0.538399999999996,"intensityCond1_file1-spot_15",-12,0.0296577025195824,-2.54916
"Control","Cond1","intensityCond1_file1",21,"spot_15",104.1538,1.7307,"intensityCond1_file1-spot_15",-11,0.0953354118696911,-2.33673
"Control","Cond1","intensityCond1_file1",22,"spot_15",102.6346,0.211500000000001,"intensityCond1_file1-spot_15",-10,0.0116504533486103,-2.1243
"Control","Cond1","intensityCond1_file1",23,"spot_15",103.2692,0.846099999999993,"intensityCond1_file1-spot_15",-9,0.0466073218830213,-1.91187
"Control","Cond1","intensityCond1_file1",24,"spot_15",103.1346,0.711500000000001,"intensityCond1_file1-spot_15",-8,0.0391928962531261,-1.69944
"Control","Cond1","intensityCond1_file1",25,"spot_15",102.8269,0.40379999999999,"intensityCond1_file1-spot_15",-7,0.0222432768896864,-1.48701
"Control","Cond1","intensityCond1_file1",26,"spot_15",102.3654,-0.0577000000000112,"intensityCond1_file1-spot_15",-6,-0.00317839791118175,-1.27458
"Control","Cond1","intensityCond1_file1",27,"spot_15",102.8462,0.423099999999991,"intensityCond1_file1-spot_15",-5,0.0233064151858008,-1.06215
"Control","Cond1","intensityCond1_file1",28,"spot_15",101.9423,-0.480800000000002,"intensityCond1_file1-spot_15",-4,-0.0264848130969826,-0.84972
"Control","Cond1","intensityCond1_file1",29,"spot_15",101.4423,-0.980800000000002,"intensityCond1_file1-spot_15",-3,-0.0540272560014984,-0.63729
"Control","Cond1","intensityCond1_file1",30,"spot_15",102.4231,0,"intensityCond1_file1-spot_15",-2,0,-0.42486
"Control","Cond1","intensityCond1_file1",31,"spot_15",105.0192,2.59609999999999,"intensityCond1_file1-spot_15",-1,0.143005872048827,-0.21243
"Control","Cond1","intensityCond1_file1",32,"spot_15",120.5769,18.1538,"intensityCond1_file1-spot_15",0,0.999999999999999,0
"Control","Cond1","intensityCond1_file1",33,"spot_15",105.8654,3.44229999999999,"intensityCond1_file1-spot_15",1,0.189618702420429,0.21243
"Control","Cond1","intensityCond1_file1",34,"spot_15",103.6923,1.2692,"intensityCond1_file1-spot_15",2,0.0699137370688229,0.42486
"Control","Cond1","intensityCond1_file1",35,"spot_15",103.1731,0.75,"intensityCond1_file1-spot_15",3,0.0413136643567738,0.63729
"Control","Cond1","intensityCond1_file1",36,"spot_15",103.2115,0.788399999999996,"intensityCond1_file1-spot_15",4,0.0434289239718404,0.84972
"Control","Cond1","intensityCond1_file1",37,"spot_15",103.3077,0.884599999999992,"intensityCond1_file1-spot_15",5,0.048728089986669,1.06215
"Control","Cond1","intensityCond1_file1",38,"spot_15",102.0962,-0.326900000000009,"intensityCond1_file1-spot_15",6,-0.018007249170973,1.27458
"Control","Cond1","intensityCond1_file1",39,"spot_15",102.8462,0.423099999999991,"intensityCond1_file1-spot_15",7,0.0233064151858008,1.48701
"Control","Cond1","intensityCond1_file1",40,"spot_15",103.1538,0.730699999999999,"intensityCond1_file1-spot_15",8,0.0402505260606594,1.69944
"Control","Cond1","intensityCond1_file1",41,"spot_15",100.9423,-1.4808,"intensityCond1_file1-spot_15",9,-0.0815696989060143,1.91187
"Control","Cond1","intensityCond1_file1",42,"spot_15",102.0577,-0.365400000000008,"intensityCond1_file1-spot_15",10,-0.0201280172746206,2.1243
"Control","Cond1","intensityCond1_file1",43,"spot_15",103.8077,1.38459999999999,"intensityCond1_file1-spot_15",11,0.0762705328911849,2.33673
"Control","Cond1","intensityCond1_file1",44,"spot_15",104.3654,1.94229999999999,"intensityCond1_file1-spot_15",12,0.106991373706882,2.54916
"Control","Cond1","intensityCond1_file1",45,"spot_15",103.4231,1,"intensityCond1_file1-spot_15",13,0.0550848858090317,2.76159
"Control","Cond1","intensityCond1_file1",46,"spot_15",101.2308,-1.1923,"intensityCond1_file1-spot_15",14,-0.0656777093501087,2.97402
"Control","Cond1","intensityCond1_file1",47,"spot_15",102.4231,0,"intensityCond1_file1-spot_15",15,0,3.18645
"Control","Cond1","intensityCond1_file1",48,"spot_15",102.6154,0.192299999999989,"intensityCond1_file1-spot_15",16,0.0105928235410762,3.39888
"Control","Cond1","intensityCond1_file1",49,"spot_15",102.1923,-0.230800000000002,"intensityCond1_file1-spot_15",17,-0.0127135916447246,3.61131
"Control","Cond1","intensityCond1_file1",50,"spot_15",102.3846,-0.0384999999999991,"intensityCond1_file1-spot_15",18,-0.00212076810364767,3.82374
"Control","Cond1","intensityCond1_file1",51,"spot_15",104.5769,2.15379999999999,"intensityCond1_file1-spot_15",19,0.118641827055492,4.03617
"Control","Cond1","intensityCond1_file1",52,"spot_15",102.8846,0.461500000000001,"intensityCond1_file1-spot_15",20,0.0254216748008682,4.2486
"Control","Cond1","intensityCond1_file1",53,"spot_15",101.3269,-1.09620000000001,"intensityCond1_file1-spot_15",21,-0.0603840518238611,4.46103
"Control","Cond1","intensityCond1_file1",54,"spot_15",102.4615,0.0383999999999958,"intensityCond1_file1-spot_15",22,0.00211525961506658,4.67346
"Control","Cond1","intensityCond1_file1",55,"spot_15",101.8077,-0.615400000000008,"intensityCond1_file1-spot_15",23,-0.0338992387268786,4.88589
"Control","Cond1","intensityCond1_file1",56,"spot_15",101.9038,-0.519300000000001,"intensityCond1_file1-spot_15",24,-0.0286055812006302,5.09832
"Control","Cond1","intensityCond1_file1",57,"spot_15",101.4038,-1.0193,"intensityCond1_file1-spot_15",25,-0.0561480241051461,5.31075
"Control","Cond1","intensityCond1_file1",58,"spot_15",101.2115,-1.2116,"intensityCond1_file1-spot_15",26,-0.0667408476462231,5.52318
"Control","Cond1","intensityCond1_file1",59,"spot_15",101.5769,-0.84620000000001,"intensityCond1_file1-spot_15",27,-0.0466128303716032,5.73561
"Control","Cond1","intensityCond1_file1",60,"spot_15",102.5385,0.115399999999994,"intensityCond1_file1-spot_15",28,0.00635679582236193,5.94804
"Control","Cond1","intensityCond1_file1",61,"spot_15",103.2885,0.865399999999994,"intensityCond1_file1-spot_15",29,0.0476704601791357,6.16047
"Control","Cond1","intensityCond1_file1",62,"spot_15",101.4038,-1.0193,"intensityCond1_file1-spot_15",30,-0.0561480241051461,6.3729
"Control","Cond1","intensityCond1_file1",63,"spot_15",102.5385,0.115399999999994,"intensityCond1_file1-spot_15",31,0.00635679582236193,6.58533
"Control","Cond1","intensityCond1_file1",64,"spot_15",102.6346,0.211500000000001,"intensityCond1_file1-spot_15",32,0.0116504533486103,6.79776
"Control","Cond1","intensityCond1_file1",65,"spot_15",102.6538,0.230699999999999,"intensityCond1_file1-spot_15",33,0.0127080831561436,7.01019
"Control","Cond1","intensityCond1_file1",66,"spot_15",102.9615,0.538399999999996,"intensityCond1_file1-spot_15",34,0.0296577025195824,7.22262
"Control","Cond1","intensityCond1_file1",67,"spot_15",101.5577,-0.865400000000008,"intensityCond1_file1-spot_15",35,-0.0476704601791365,7.43505
"Control","Cond1","intensityCond1_file1",68,"spot_15",102.0192,-0.403900000000007,"intensityCond1_file1-spot_15",36,-0.0222487853782683,7.64748
"Control","Cond1","intensityCond1_file1",69,"spot_15",102.6538,0.230699999999999,"intensityCond1_file1-spot_15",37,0.0127080831561436,7.85991
"Control","Cond1","intensityCond1_file1",70,"spot_15",103.0962,0.673099999999991,"intensityCond1_file1-spot_15",38,0.0370776366380587,8.07234
"Control","Cond1","intensityCond1_file1",71,"spot_15",102.3269,-0.0962000000000103,"intensityCond1_file1-spot_15",39,-0.00529916601482942,8.28477
"Control","Cond1","intensityCond1_file1",72,"spot_15",101.4808,-0.942300000000003,"intensityCond1_file1-spot_15",40,-0.0519064878978508,8.4972
"Control","Cond1","intensityCond1_file1",73,"spot_15",101.6731,-0.75,"intensityCond1_file1-spot_15",41,-0.0413136643567738,8.70963
"Control","Cond1","intensityCond1_file1",74,"spot_15",102.3269,-0.0962000000000103,"intensityCond1_file1-spot_15",42,-0.00529916601482942,8.92206
"Control","Cond1","intensityCond1_file1",75,"spot_15",101.6731,-0.75,"intensityCond1_file1-spot_15",43,-0.0413136643567738,9.13449
"Control","Cond1","intensityCond1_file1",76,"spot_15",101.3269,-1.09620000000001,"intensityCond1_file1-spot_15",44,-0.0603840518238611,9.34692
"Control","Cond1","intensityCond1_file1",77,"spot_15",101.8654,-0.557700000000011,"intensityCond1_file1-spot_15",45,-0.0307208408156976,9.55935
"Control","Cond1","intensityCond1_file1",78,"spot_15",101.6154,-0.807700000000011,"intensityCond1_file1-spot_15",46,-0.0444920622679555,9.77178
"Control","Cond1","intensityCond1_file1",79,"spot_15",102.5192,0.0960999999999927,"intensityCond1_file1-spot_15",47,0.00529365752624755,9.98421
"Control","Cond1","intensityCond1_file1",80,"spot_15",103.2308,0.807699999999997,"intensityCond1_file1-spot_15",48,0.0444920622679547,10.19664
"Control","Cond1","intensityCond1_file1",81,"spot_15",103.5769,1.15379999999999,"intensityCond1_file1-spot_15",49,0.0635569412464602,10.40907
"Control","Cond1","intensityCond1_file1",82,"spot_15",101.8846,-0.538499999999999,"intensityCond1_file1-spot_15",50,-0.0296632110081635,10.6215
"Control","Cond1","intensityCond1_file1",83,"spot_15",101.9038,-0.519300000000001,"intensityCond1_file1-spot_15",51,-0.0286055812006302,10.83393
"Control","Cond1","intensityCond1_file1",84,"spot_15",102.8846,0.461500000000001,"intensityCond1_file1-spot_15",52,0.0254216748008682,11.04636
"Control","Cond1","intensityCond1_file1",85,"spot_15",101.9231,-0.5,"intensityCond1_file1-spot_15",53,-0.0275424429045159,11.25879
"Control","Cond1","intensityCond1_file1",86,"spot_15",101.2885,-1.13460000000001,"intensityCond1_file1-spot_15",54,-0.0624993114389277,11.47122
"Control","Cond1","intensityCond1_file1",87,"spot_15",102.8269,0.40379999999999,"intensityCond1_file1-spot_15",55,0.0222432768896864,11.68365
"Control","Cond1","intensityCond1_file1",88,"spot_15",101.4423,-0.980800000000002,"intensityCond1_file1-spot_15",56,-0.0540272560014984,11.89608
"Control","Cond1","intensityCond1_file1",89,"spot_15",102.5577,0.134599999999992,"intensityCond1_file1-spot_15",57,0.00741442562989522,12.10851
"Control","Cond1","intensityCond1_file1",90,"spot_15",103.9423,1.5192,"intensityCond1_file1-spot_15",58,0.0836849585210809,12.32094
"Control","Cond1","intensityCond1_file1",91,"spot_15",104.0962,1.67309999999999,"intensityCond1_file1-spot_15",59,0.0921625224470905,12.53337
